AlfaNumerico,AlfaNumerico,Fecha,Hora,AlfaNumerico,AlfaNumerico,Correo Electrónico,Telefóno,Telefóno,Telefóno,AlfaNumerico,Estatus
MP00004649,MP00004649,2023-02-21,00:20:44,PL007,SIC0023254,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004650,MP00004650,2023-02-21,00:20:44,PL007,SIC0074139,x@x.com,9999123456,9999123451,9999123452,,1
MP00004651,MP00004651,2023-02-21,00:20:44,PL007,SIC0039108,x@x.com,9999123456,9999123451,9999123452,,1
MP00004652,MP00004652,2023-02-21,00:20:44,PL007,SIC0043222,x@x.com,9999123456,9999123451,9999123452,,1
MP00004654,MP00004654,2023-03-17,00:20:44,PL007,SIC0102879,x@x.com,9999123456,9999123451,9999123452,,1
MP00004655,MP00004655,2023-02-21,00:20:44,PL007,SIC0105509,x@x.com,9999123456,9999123451,9999123452,,1
MP00004656,MP00004656,2022-01-23,00:20:44,PL007,SIC0104457,x@x.com,9999123456,9999123451,9999123452,,1
MP00004657,MP00004657,2023-02-21,00:20:44,PL007,SIC0063512,x@x.com,9999123456,9999123451,9999123452,,1
MP00004658,MP00004658,2023-02-21,00:20:44,PL007,SIC0117163,x@x.com,9999123456,9999123451,9999123452,,1
MP00004659,MP00004659,2023-02-21,00:20:44,PL007,SIC0119198,x@x.com,9999123456,9999123451,9999123452,,1
MP00004660,MP00004660,2023-02-21,00:20:44,PL007,SIC0034955,x@x.com,9999123456,9999123451,9999123452,,1
MP00004661,MP00004661,2023-02-21,00:20:44,PL007,SIC0037151,x@x.com,9999123456,9999123451,9999123452,,1
MP00004662,MP00004662,2023-02-21,00:20:44,PL007,SIC0056351,x@x.com,9999123456,9999123451,9999123452,,1
MP00004663,MP00004663,2023-02-21,00:20:44,PL007,SIC0060952,x@x.com,9999123456,9999123451,9999123452,,1
MP00004664,MP00004664,2023-02-21,00:20:44,PL007,SIC0052298,x@x.com,9999123456,9999123451,9999123452,,1
MP00004665,MP00004665,2023-02-21,00:20:44,PL007,SIC0034855,x@x.com,9999123456,9999123451,9999123452,,1
MP00004666,MP00004666,2023-02-21,00:20:44,PL007,SIC0013169,x@x.com,9999123456,9999123451,9999123452,,1
MP00004667,MP00004667,2023-02-21,00:20:44,PL007,SIC0045446,x@x.com,9999123456,9999123451,9999123452,,1
MP00004668,MP00004668,2023-02-21,00:20:44,PL007,SIC0108308,x@x.com,9999123456,9999123451,9999123452,,1
MP00004669,MP00004669,2023-02-21,00:20:44,PL007,SIC0002663,x@x.com,9999123456,9999123451,9999123452,,1
MP00004670,MP00004670,2023-02-21,00:20:44,PL007,SIC0057511,x@x.com,9999123456,9999123451,9999123452,,1
MP00004671,MP00004671,2023-02-21,00:20:44,PL007,SIC0104956,x@x.com,9999123456,9999123451,9999123452,,1
MP00004672,MP00004672,2023-02-21,00:20:44,PL007,SIC0101503,x@x.com,9999123456,9999123451,9999123452,,1
MP00004673,MP00004673,2023-02-21,00:20:44,PL007,SIC0066252,x@x.com,9999123456,9999123451,9999123452,,1
MP00004674,MP00004674,2023-02-21,00:20:44,PL007,SIC0064767,x@x.com,9999123456,9999123451,9999123452,,1
MP00004675,MP00004675,2023-02-21,00:20:44,PL007,SIC0021326,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004676,MP00004676,2023-02-21,00:20:44,PL007,SIC0051071,x@x.com,9999123456,9999123451,9999123452,,1
MP00004677,MP00004677,2023-02-21,00:20:44,PL007,SIC0070776,x@x.com,9999123456,9999123451,9999123452,,1
MP00004678,MP00004678,2023-02-21,00:20:44,PL007,SIC0052256,x@x.com,9999123456,9999123451,9999123452,,1
MP00004679,MP00004679,2023-02-21,00:20:44,PL007,SIC0060242,x@x.com,9999123456,9999123451,9999123452,,1
MP00004681,MP00004681,2023-02-21,00:20:44,PL007,SIC0081186,x@x.com,9999123456,9999123451,9999123452,,1
MP00004682,MP00004682,2023-02-21,00:20:44,PL007,SIC0069951,x@x.com,9999123456,9999123451,9999123452,,1
MP00004683,MP00004683,2023-02-21,00:20:44,PL007,SIC0061681,x@x.com,9999123456,9999123451,9999123452,,1
MP00004684,MP00004684,2023-02-21,00:20:44,PL007,SIC0027124,x@x.com,9999123456,9999123451,9999123452,,1
MP00004685,MP00004685,2023-02-21,00:20:44,PL007,SIC0089512,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004686,MP00004686,2023-02-21,00:20:44,PL007,SIC0067882,x@x.com,9999123456,9999123451,9999123452,,1
MP00004687,MP00004687,2023-02-21,00:20:44,PL007,SIC0065351,x@x.com,9999123456,9999123451,9999123452,,1
MP00004688,MP00004688,2023-02-21,00:20:44,PL007,SIC0069543,x@x.com,9999123456,9999123451,9999123452,,1
MP00004689,MP00004689,2023-02-21,00:20:44,PL007,SIC0045697,x@x.com,9999123456,9999123451,9999123452,,1
MP00004690,MP00004690,2023-02-21,00:20:44,PL007,SIC0091369,x@x.com,9999123456,9999123451,9999123452,,1
MP00004691,MP00004691,2023-02-21,00:20:44,PL007,SIC0080055,x@x.com,9999123456,9999123451,9999123452,,1
MP00004692,MP00004692,2023-03-17,00:20:44,PL007,SIC0031753,x@x.com,9999123456,9999123451,9999123452,,1
MP00004693,MP00004693,2023-02-21,00:20:44,PL007,SIC0046999,x@x.com,9999123456,9999123451,9999123452,,1
MP00004694,MP00004694,2019-03-25,00:20:44,PL007,SIC0092055,x@x.com,9999123456,9999123451,9999123452,,1
MP00004695,MP00004695,2023-02-21,00:20:44,PL007,SIC0092554,x@x.com,9999123456,9999123451,9999123452,,1
MP00004696,MP00004696,2023-02-21,00:20:44,PL007,SIC0038010,x@x.com,9999123456,9999123451,9999123452,,1
MP00004697,MP00004697,2023-02-21,00:20:44,PL007,SIC0004311,x@x.com,9999123456,9999123451,9999123452,,1
MP00004698,MP00004698,2023-02-21,00:20:44,PL007,SIC0009809,x@x.com,9999123456,9999123451,9999123452,,1
MP00004699,MP00004699,2023-02-21,00:20:44,PL007,SIC0069516,x@x.com,9999123456,9999123451,9999123452,,1
MP00004700,MP00004700,2023-02-21,00:20:44,PL007,SIC0064527,x@x.com,9999123456,9999123451,9999123452,,1
MP00004701,MP00004701,2023-02-21,00:20:44,PL007,SIC0058694,x@x.com,9999123456,9999123451,9999123452,,1
MP00004702,MP00004702,2023-02-21,00:20:44,PL007,SIC0056728,x@x.com,9999123456,9999123451,9999123452,,1
MP00004703,MP00004703,2023-02-21,00:20:44,PL007,SIC0072317,x@x.com,9999123456,9999123451,9999123452,,1
MP00004704,MP00004704,2023-02-21,00:20:44,PL007,SIC0105891,x@x.com,9999123456,9999123451,9999123452,,1
MP00004705,MP00004705,2023-02-21,00:20:44,PL007,SIC0080803,x@x.com,9999123456,9999123451,9999123452,,1
MP00004706,MP00004706,2023-02-21,00:20:44,PL007,SIC0001381,x@x.com,9999123456,9999123451,9999123452,,1
MP00004707,MP00004707,2023-02-21,00:20:44,PL007,SIC0119591,x@x.com,9999123456,9999123451,9999123452,,1
MP00004709,MP00004709,2023-02-21,00:20:44,PL007,SIC0051232,x@x.com,9999123456,9999123451,9999123452,,1
MP00004710,MP00004710,2023-02-21,00:20:44,PL007,SIC0028649,x@x.com,9999123456,9999123451,9999123452,,1
MP00004711,MP00004711,2023-02-21,00:20:44,PL007,SIC0115308,x@x.com,9999123456,9999123451,9999123452,,1
MP00004712,MP00004712,2023-02-21,00:20:44,PL007,SIC0012305,x@x.com,9999123456,9999123451,9999123452,,1
MP00004713,MP00004713,2023-02-21,00:20:44,PL007,SIC0095507,x@x.com,9999123456,9999123451,9999123452,,1
MP00004714,MP00004714,2023-02-21,00:20:44,PL007,SIC0024450,x@x.com,9999123456,9999123451,9999123452,,1
MP00004715,MP00004715,2023-02-21,00:20:44,PL007,SIC0056055,x@x.com,9999123456,9999123451,9999123452,,1
MP00004716,MP00004716,2023-02-21,00:20:44,PL007,SIC0044234,x@x.com,9999123456,9999123451,9999123452,,1
MP00004717,MP00004717,2023-02-21,00:20:44,PL007,SIC0062549,x@x.com,9999123456,9999123451,9999123452,,1
MP00004718,MP00004718,2023-02-21,00:20:44,PL007,SIC0045514,x@x.com,9999123456,9999123451,9999123452,,1
MP00004719,MP00004719,2023-02-21,00:20:44,PL007,SIC0022686,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004720,MP00004720,2023-02-21,00:20:44,PL007,SIC0060722,x@x.com,9999123456,9999123451,9999123452,,1
MP00004721,MP00004721,2023-02-21,00:20:44,PL007,SIC0078901,x@x.com,9999123456,9999123451,9999123452,,1
MP00004722,MP00004722,2023-02-21,00:20:44,PL007,SIC0113606,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004723,MP00004723,2023-02-21,00:20:44,PL007,SIC0029282,x@x.com,9999123456,9999123451,9999123452,,1
MP00004724,MP00004724,2023-02-21,00:20:44,PL007,SIC0023730,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004725,MP00004725,2023-02-21,00:20:44,PL007,SIC0022796,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004726,MP00004726,2023-02-21,00:20:44,PL007,SIC0008880,x@x.com,9999123456,9999123451,9999123452,,1
MP00004727,MP00004727,2023-02-21,00:20:44,PL007,SIC0119891,x@x.com,9999123456,9999123451,9999123452,,1
MP00004728,MP00004728,2023-02-21,00:20:44,PL007,SIC0042943,x@x.com,9999123456,9999123451,9999123452,,1
MP00004729,MP00004729,2023-02-21,00:20:44,PL007,SIC0097171,x@x.com,9999123456,9999123451,9999123452,,1
MP00004730,MP00004730,2019-06-27,00:20:44,PL007,SIC0014406,x@x.com,9999123456,9999123451,9999123452,,1
MP00004731,MP00004731,2023-02-21,00:20:44,PL007,SIC0085596,x@x.com,9999123456,9999123451,9999123452,,1
MP00004732,MP00004732,2023-02-21,00:20:44,PL007,SIC0016926,x@x.com,9999123456,9999123451,9999123452,,1
MP00004733,MP00004733,2023-02-21,00:20:44,PL007,SIC0030103,x@x.com,9999123456,9999123451,9999123452,,1
MP00004734,MP00004734,2023-02-21,00:20:44,PL007,SIC0050944,x@x.com,9999123456,9999123451,9999123452,,1
MP00004735,MP00004735,2016-09-01,00:20:44,PL007,SIC0081122,x@x.com,9999123456,9999123451,9999123452,,1
MP00004736,MP00004736,2023-02-21,00:20:44,PL007,SIC0025526,x@x.com,9999123456,9999123451,9999123452,,1
MP00004737,MP00004737,2023-02-21,00:20:44,PL007,SIC0063193,x@x.com,9999123456,9999123451,9999123452,,1
MP00004738,MP00004738,2023-02-21,00:20:44,PL007,SIC0084633,x@x.com,9999123456,9999123451,9999123452,,1
MP00004739,MP00004739,2023-02-21,00:20:44,PL007,SIC0004425,x@x.com,9999123456,9999123451,9999123452,,1
MP00004740,MP00004740,2023-02-21,00:20:44,PL007,SIC0103170,x@x.com,9999123456,9999123451,9999123452,,1
MP00004741,MP00004741,2023-02-21,00:20:44,PL007,SIC0103596,x@x.com,9999123456,9999123451,9999123452,,1
MP00004742,MP00004742,2023-02-21,00:20:44,PL007,SIC0100939,x@x.com,9999123456,9999123451,9999123452,,1
MP00004743,MP00004743,2023-02-21,00:20:44,PL007,SIC0045685,x@x.com,9999123456,9999123451,9999123452,,1
MP00004744,MP00004744,2023-02-21,00:20:44,PL007,SIC0027933,x@x.com,9999123456,9999123451,9999123452,,1
MP00004745,MP00004745,2023-02-21,00:20:44,PL007,SIC0115114,x@x.com,9999123456,9999123451,9999123452,,1
MP00004746,MP00004746,2023-02-21,00:20:44,PL007,SIC0028507,x@x.com,9999123456,9999123451,9999123452,,1
MP00004747,MP00004747,2023-02-21,00:20:44,PL007,SIC0082567,x@x.com,9999123456,9999123451,9999123452,,1
MP00004748,MP00004748,2023-02-21,00:20:44,PL007,SIC0102562,x@x.com,9999123456,9999123451,9999123452,,1
MP00004749,MP00004749,2023-02-21,00:20:44,PL007,SIC0079256,x@x.com,9999123456,9999123451,9999123452,,1
MP00004750,MP00004750,2023-02-21,00:20:44,PL007,SIC0108681,x@x.com,9999123456,9999123451,9999123452,,1
MP00004751,MP00004751,2023-02-21,00:20:44,PL007,SIC0091616,x@x.com,9999123456,9999123451,9999123452,,1
MP00004752,MP00004752,2023-02-21,00:20:44,PL007,SIC0077527,x@x.com,9999123456,9999123451,9999123452,,1
MP00004753,MP00004753,2023-02-21,00:20:44,PL007,SIC0030037,x@x.com,9999123456,9999123451,9999123452,,1
MP00004754,MP00004754,2023-02-21,00:20:44,PL007,SIC0099913,x@x.com,9999123456,9999123451,9999123452,,1
MP00004755,MP00004755,2023-02-21,00:20:44,PL007,SIC0040296,x@x.com,9999123456,9999123451,9999123452,,1
MP00004756,MP00004756,2023-02-21,00:20:44,PL007,SIC0057383,x@x.com,9999123456,9999123451,9999123452,,1
MP00004757,MP00004757,2023-02-21,00:20:44,PL007,SIC0024447,x@x.com,9999123456,9999123451,9999123452,,1
MP00004758,MP00004758,2023-02-21,00:20:44,PL007,SIC0067245,x@x.com,9999123456,9999123451,9999123452,,1
MP00004759,MP00004759,2023-02-21,00:20:44,PL007,SIC0011492,x@x.com,9999123456,9999123451,9999123452,,1
MP00004760,MP00004760,2023-02-21,00:20:44,PL007,SIC0090987,x@x.com,9999123456,9999123451,9999123452,,1
MP00004761,MP00004761,2023-02-21,00:20:44,PL007,SIC0018958,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004762,MP00004762,2023-02-21,00:20:44,PL007,SIC0052296,x@x.com,9999123456,9999123451,9999123452,,1
MP00004763,MP00004763,2023-02-21,00:20:44,PL007,SIC0088048,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004764,MP00004764,2023-02-21,00:20:44,PL007,SIC0033953,x@x.com,9999123456,9999123451,9999123452,,1
MP00004765,MP00004765,2023-02-21,00:20:44,PL007,SIC0082718,x@x.com,9999123456,9999123451,9999123452,,1
MP00004766,MP00004766,2023-02-21,00:20:44,PL007,SIC0116422,x@x.com,9999123456,9999123451,9999123452,,1
MP00004767,MP00004767,2023-02-21,00:20:44,PL007,SIC0065791,x@x.com,9999123456,9999123451,9999123452,,1
MP00004768,MP00004768,2023-02-21,00:20:44,PL007,SIC0058470,x@x.com,9999123456,9999123451,9999123452,,1
MP00004770,MP00004770,2023-02-21,00:20:44,PL007,SIC0097856,x@x.com,9999123456,9999123451,9999123452,,1
MP00004771,MP00004771,2023-02-21,00:20:44,PL007,SIC0041441,x@x.com,9999123456,9999123451,9999123452,,1
MP00004772,MP00004772,2023-02-21,00:20:44,PL007,SIC0010527,x@x.com,9999123456,9999123451,9999123452,,1
MP00004773,MP00004773,2016-12-26,00:20:44,PL007,SIC0091196,x@x.com,9999123456,9999123451,9999123452,,1
MP00004774,MP00004774,2023-02-21,00:20:44,PL007,SIC0072090,x@x.com,9999123456,9999123451,9999123452,,1
MP00004775,MP00004775,2023-02-21,00:20:44,PL007,SIC0022938,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004776,MP00004776,2023-02-21,00:20:44,PL007,SIC0072591,x@x.com,9999123456,9999123451,9999123452,,1
MP00004777,MP00004777,2023-02-21,00:20:44,PL007,SIC0051737,x@x.com,9999123456,9999123451,9999123452,,1
MP00004778,MP00004778,2023-02-21,00:20:44,PL007,SIC0043275,x@x.com,9999123456,9999123451,9999123452,,1
MP00004779,MP00004779,2023-02-21,00:20:44,PL007,SIC0108255,x@x.com,9999123456,9999123451,9999123452,,1
MP00004780,MP00004780,2023-02-21,00:20:44,PL007,SIC0075477,x@x.com,9999123456,9999123451,9999123452,,1
MP00004781,MP00004781,2023-02-21,00:20:44,PL007,SIC0082742,x@x.com,9999123456,9999123451,9999123452,,1
MP00004782,MP00004782,2023-02-21,00:20:44,PL007,SIC0004249,x@x.com,9999123456,9999123451,9999123452,,1
MP00004783,MP00004783,2023-02-21,00:20:44,PL007,SIC0027154,x@x.com,9999123456,9999123451,9999123452,,1
MP00004784,MP00004784,2023-02-21,00:20:44,PL007,SIC0083762,x@x.com,9999123456,9999123451,9999123452,,1
MP00004785,MP00004785,2023-02-21,00:20:44,PL007,SIC0061753,x@x.com,9999123456,9999123451,9999123452,,1
MP00004786,MP00004786,2023-02-21,00:20:44,PL007,SIC0101864,x@x.com,9999123456,9999123451,9999123452,,1
MP00004787,MP00004787,2023-02-21,00:20:44,PL007,SIC0102860,x@x.com,9999123456,9999123451,9999123452,,1
MP00004788,MP00004788,2023-02-21,00:20:44,PL007,SIC0108244,x@x.com,9999123456,9999123451,9999123452,,1
MP00004789,MP00004789,2023-02-21,00:20:44,PL007,SIC0069336,x@x.com,9999123456,9999123451,9999123452,,1
MP00004790,MP00004790,2023-02-21,00:20:44,PL007,SIC0005570,x@x.com,9999123456,9999123451,9999123452,,1
MP00004791,MP00004791,2019-08-01,00:20:44,PL007,SIC0074861,x@x.com,9999123456,9999123451,9999123452,,1
MP00004792,MP00004792,2023-02-21,00:20:44,PL007,SIC0072003,x@x.com,9999123456,9999123451,9999123452,,1
MP00004793,MP00004793,2023-02-21,00:20:44,PL007,SIC0008346,x@x.com,9999123456,9999123451,9999123452,,1
MP00004794,MP00004794,2023-02-21,00:20:44,PL007,SIC0021474,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004795,MP00004795,2023-02-21,00:20:44,PL007,SIC0020332,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004796,MP00004796,2023-02-21,00:20:44,PL007,SIC0016723,x@x.com,9999123456,9999123451,9999123452,,1
MP00004797,MP00004797,2023-02-21,00:20:44,PL007,SIC0021255,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004798,MP00004798,2023-02-21,00:20:44,PL007,SIC0048023,x@x.com,9999123456,9999123451,9999123452,,1
MP00004799,MP00004799,2023-02-21,00:20:44,PL007,SIC0108744,x@x.com,9999123456,9999123451,9999123452,,1
MP00004800,MP00004800,2023-02-21,00:20:44,PL007,SIC0034441,x@x.com,9999123456,9999123451,9999123452,,1
MP00004801,MP00004801,2023-02-21,00:20:44,PL007,SIC0059623,x@x.com,9999123456,9999123451,9999123452,,1
MP00004802,MP00004802,2017-02-15,00:20:44,PL007,SIC0118749,x@x.com,9999123456,9999123451,9999123452,,1
MP00004803,MP00004803,2023-03-17,00:20:44,PL007,SIC0070328,x@x.com,9999123456,9999123451,9999123452,,1
MP00004804,MP00004804,2023-02-21,00:20:44,PL007,SIC0116544,x@x.com,9999123456,9999123451,9999123452,,1
MP00004805,MP00004805,2023-02-21,00:20:44,PL007,SIC0112161,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004806,MP00004806,2023-02-21,00:20:44,PL007,SIC0035230,x@x.com,9999123456,9999123451,9999123452,,1
MP00004807,MP00004807,2023-02-21,00:20:44,PL007,SIC0114457,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004808,MP00004808,2023-02-21,00:20:44,PL007,SIC0069898,x@x.com,9999123456,9999123451,9999123452,,1
MP00004809,MP00004809,2023-02-21,00:20:44,PL007,SIC0097266,x@x.com,9999123456,9999123451,9999123452,,1
MP00004810,MP00004810,2023-02-21,00:20:44,PL007,SIC0039797,x@x.com,9999123456,9999123451,9999123452,,1
MP00004811,MP00004811,2023-02-21,00:20:44,PL007,SIC0003158,x@x.com,9999123456,9999123451,9999123452,,1
MP00004812,MP00004812,2023-02-21,00:20:44,PL007,SIC0081198,x@x.com,9999123456,9999123451,9999123452,,1
MP00004813,MP00004813,2023-02-21,00:20:44,PL007,SIC0084851,x@x.com,9999123456,9999123451,9999123452,,1
MP00004814,MP00004814,2023-02-21,00:20:44,PL007,SIC0111957,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004815,MP00004815,2023-03-17,00:20:44,PL007,SIC0058184,x@x.com,9999123456,9999123451,9999123452,,1
MP00004816,MP00004816,2023-02-21,00:20:44,PL007,SIC0003640,x@x.com,9999123456,9999123451,9999123452,,1
MP00004817,MP00004817,2023-02-21,00:20:44,PL007,SIC0102132,x@x.com,9999123456,9999123451,9999123452,,1
MP00004818,MP00004818,2023-02-21,00:20:44,PL007,SIC0007832,x@x.com,9999123456,9999123451,9999123452,,1
MP00004819,MP00004819,2023-02-21,00:20:44,PL007,SIC0082214,x@x.com,9999123456,9999123451,9999123452,,1
MP00004820,MP00004820,2023-02-21,00:20:44,PL007,SIC0023886,x@x.com,9999123456,9999123451,9999123452,,1
MP00004821,MP00004821,2023-02-21,00:20:44,PL007,SIC0014824,x@x.com,9999123456,9999123451,9999123452,,1
MP00004822,MP00004822,2023-02-21,00:20:44,PL007,SIC0068693,x@x.com,9999123456,9999123451,9999123452,,1
MP00004823,MP00004823,2023-02-21,00:20:44,PL007,SIC0067788,x@x.com,9999123456,9999123451,9999123452,,1
MP00004824,MP00004824,2023-02-21,00:20:44,PL007,SIC0090944,x@x.com,9999123456,9999123451,9999123452,,1
MP00004825,MP00004825,2023-02-21,00:20:44,PL007,SIC0092329,x@x.com,9999123456,9999123451,9999123452,,1
MP00004826,MP00004826,2023-02-21,00:20:44,PL007,SIC0039263,x@x.com,9999123456,9999123451,9999123452,,1
MP00004827,MP00004827,2023-02-21,00:20:44,PL007,SIC0084029,x@x.com,9999123456,9999123451,9999123452,,1
MP00004828,MP00004828,2023-02-21,00:20:44,PL007,SIC0071587,x@x.com,9999123456,9999123451,9999123452,,1
MP00004829,MP00004829,2023-02-21,00:20:44,PL007,SIC0002649,x@x.com,9999123456,9999123451,9999123452,,1
MP00004830,MP00004830,2023-02-21,00:20:44,PL007,SIC0037001,x@x.com,9999123456,9999123451,9999123452,,1
MP00004831,MP00004831,2023-02-21,00:20:44,PL007,SIC0060856,x@x.com,9999123456,9999123451,9999123452,,1
MP00004832,MP00004832,2023-02-21,00:20:44,PL007,SIC0073044,x@x.com,9999123456,9999123451,9999123452,,1
MP00004833,MP00004833,2023-02-21,00:20:44,PL007,SIC0045471,x@x.com,9999123456,9999123451,9999123452,,1
MP00004834,MP00004834,2023-02-21,00:20:44,PL007,SIC0100111,x@x.com,9999123456,9999123451,9999123452,,1
MP00004836,MP00004836,2023-02-21,00:20:44,PL007,SIC0088224,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004837,MP00004837,2023-02-21,00:20:44,PL007,SIC0058116,x@x.com,9999123456,9999123451,9999123452,,1
MP00004838,MP00004838,2023-02-21,00:20:44,PL007,SIC0052121,x@x.com,9999123456,9999123451,9999123452,,1
MP00004839,MP00004839,2023-02-21,00:20:44,PL007,SIC0069669,x@x.com,9999123456,9999123451,9999123452,,1
MP00004840,MP00004840,2023-02-21,00:20:44,PL007,SIC0094477,x@x.com,9999123456,9999123451,9999123452,,1
MP00004841,MP00004841,2023-02-21,00:20:44,PL007,SIC0091593,x@x.com,9999123456,9999123451,9999123452,,1
MP00004842,MP00004842,2023-02-21,00:20:44,PL007,SIC0090027,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004843,MP00004843,2023-02-21,00:20:44,PL007,SIC0113877,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00004844,MP00004844,2023-02-21,00:20:44,PL007,SIC0081039,x@x.com,9999123456,9999123451,9999123452,,1
MP00004845,MP00004845,2023-02-21,00:20:44,PL007,SIC0057854,x@x.com,9999123456,9999123451,9999123452,,1
MP00004846,MP00004846,2023-02-21,00:20:44,PL007,SIC0057716,x@x.com,9999123456,9999123451,9999123452,,1
MP00004847,MP00004847,2023-02-21,00:20:44,PL007,SIC0061855,x@x.com,9999123456,9999123451,9999123452,,1
MP00004848,MP00004848,2023-02-21,00:20:44,PL007,SIC0031935,x@x.com,9999123456,9999123451,9999123452,,1
MP00004849,MP00004849,2023-02-21,00:20:44,PL007,SIC0025522,x@x.com,9999123456,9999123451,9999123452,,1
MP00004850,MP00004850,2023-02-21,00:20:44,PL007,SIC0016833,x@x.com,9999123456,9999123451,9999123452,,1
MP00004851,MP00004851,2023-02-21,00:20:44,PL007,SIC0119949,x@x.com,9999123456,9999123451,9999123452,,1
MP00004852,MP00004852,2023-02-21,00:20:44,PL007,SIC0118073,x@x.com,9999123456,9999123451,9999123452,,1
MP00004853,MP00004853,2023-02-21,00:20:44,PL007,SIC0118239,x@x.com,9999123456,9999123451,9999123452,,1
