AlfaNumerico,AlfaNumerico,Fecha,Hora,AlfaNumerico,AlfaNumerico,Correo Electrónico,Telefóno,Telefóno,Telefóno,AlfaNumerico,Estatus
MP00001607,MP00001607,2023-02-21,00:20:44,PL007,SIC0078067,x@x.com,9999123456,9999123451,9999123452,,1
MP00001608,MP00001608,2023-02-21,00:20:44,PL007,SIC0054341,x@x.com,9999123456,9999123451,9999123452,,1
MP00001609,MP00001609,2023-02-21,00:20:44,PL007,SIC0107529,x@x.com,9999123456,9999123451,9999123452,,1
MP00001610,MP00001610,2023-02-21,00:20:44,PL007,SIC0117556,x@x.com,9999123456,9999123451,9999123452,,1
MP00001611,MP00001611,2023-02-21,00:20:44,PL007,SIC0041985,x@x.com,9999123456,9999123451,9999123452,,1
MP00001612,MP00001612,2023-02-21,00:20:44,PL007,SIC0057962,x@x.com,9999123456,9999123451,9999123452,,1
MP00001613,MP00001613,2023-02-21,00:20:44,PL007,SIC0017233,x@x.com,9999123456,9999123451,9999123452,,1
MP00001614,MP00001614,2023-02-21,00:20:44,PL007,SIC0099538,x@x.com,9999123456,9999123451,9999123452,,1
MP00001615,MP00001615,2023-03-17,00:20:44,PL007,SIC0094265,x@x.com,9999123456,9999123451,9999123452,,1
MP00001616,MP00001616,2023-02-21,00:20:44,PL007,SIC0015125,x@x.com,9999123456,9999123451,9999123452,,1
MP00001617,MP00001617,2023-02-21,00:20:44,PL007,SIC0084076,x@x.com,9999123456,9999123451,9999123452,,1
MP00001618,MP00001618,2023-02-21,00:20:44,PL007,SIC0074491,x@x.com,9999123456,9999123451,9999123452,,1
MP00001619,MP00001619,2023-02-21,00:20:44,PL007,SIC0005273,x@x.com,9999123456,9999123451,9999123452,,1
MP00001620,MP00001620,2023-02-21,00:20:44,PL007,SIC0010672,x@x.com,9999123456,9999123451,9999123452,,1
MP00001621,MP00001621,2023-02-21,00:20:44,PL007,SIC0081023,x@x.com,9999123456,9999123451,9999123452,,1
MP00001622,MP00001622,2023-02-21,00:20:44,PL007,SIC0112128,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001623,MP00001623,2023-02-21,00:20:44,PL007,SIC0058342,x@x.com,9999123456,9999123451,9999123452,,1
MP00001624,MP00001624,2023-02-21,00:20:44,PL007,SIC0085859,x@x.com,9999123456,9999123451,9999123452,,1
MP00001625,MP00001625,2023-02-21,00:20:44,PL007,SIC0011539,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001626,MP00001626,2023-02-21,00:20:44,PL007,SIC0115564,x@x.com,9999123456,9999123451,9999123452,,1
MP00001627,MP00001627,2023-02-21,00:20:44,PL007,SIC0031209,x@x.com,9999123456,9999123451,9999123452,,1
MP00001628,MP00001628,2023-02-21,00:20:44,PL007,SIC0111153,x@x.com,9999123456,9999123451,9999123452,,1
MP00001629,MP00001629,2023-02-21,00:20:44,PL007,SIC0058410,x@x.com,9999123456,9999123451,9999123452,,1
MP00001630,MP00001630,2023-02-21,00:20:44,PL007,SIC0022486,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001631,MP00001631,2023-02-21,00:20:44,PL007,SIC0070579,x@x.com,9999123456,9999123451,9999123452,,1
MP00001632,MP00001632,2019-07-05,00:20:44,PL007,SIC0032638,x@x.com,9999123456,9999123451,9999123452,,1
MP00001633,MP00001633,2023-02-21,00:20:44,PL007,SIC0041611,x@x.com,9999123456,9999123451,9999123452,,1
MP00001634,MP00001634,2023-02-21,00:20:44,PL007,SIC0071939,x@x.com,9999123456,9999123451,9999123452,,1
MP00001635,MP00001635,2023-02-21,00:20:44,PL007,SIC0070613,x@x.com,9999123456,9999123451,9999123452,,1
MP00001636,MP00001636,2023-02-21,00:20:44,PL007,SIC0026374,x@x.com,9999123456,9999123451,9999123452,,1
MP00001637,MP00001637,2023-02-21,00:20:44,PL007,SIC0025982,x@x.com,9999123456,9999123451,9999123452,,1
MP00001638,MP00001638,2023-02-21,00:20:44,PL007,SIC0024400,x@x.com,9999123456,9999123451,9999123452,,1
MP00001639,MP00001639,2023-02-21,00:20:44,PL007,SIC0064352,x@x.com,9999123456,9999123451,9999123452,,1
MP00001640,MP00001640,2023-02-21,00:20:44,PL007,SIC0052546,x@x.com,9999123456,9999123451,9999123452,,1
MP00001641,MP00001641,2023-02-21,00:20:44,PL007,SIC0007966,x@x.com,9999123456,9999123451,9999123452,,1
MP00001642,MP00001642,2023-02-21,00:20:44,PL007,SIC0099166,x@x.com,9999123456,9999123451,9999123452,,1
MP00001643,MP00001643,2023-02-21,00:20:44,PL007,SIC0013879,x@x.com,9999123456,9999123451,9999123452,,1
MP00001644,MP00001644,2023-02-21,00:20:44,PL007,SIC0102690,x@x.com,9999123456,9999123451,9999123452,,1
MP00001645,MP00001645,2023-02-21,00:20:44,PL007,SIC0041247,x@x.com,9999123456,9999123451,9999123452,,1
MP00001646,MP00001646,2023-02-21,00:20:44,PL007,SIC0118933,x@x.com,9999123456,9999123451,9999123452,,1
MP00001647,MP00001647,2023-02-21,00:20:44,PL007,SIC0114627,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001648,MP00001648,2023-02-21,00:20:44,PL007,SIC0106868,x@x.com,9999123456,9999123451,9999123452,,1
MP00001649,MP00001649,2023-02-14,00:20:44,PL007,SIC0011265,x@x.com,9999123456,9999123451,9999123452,,1
MP00001650,MP00001650,2023-02-21,00:20:44,PL007,SIC0112203,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001651,MP00001651,2023-02-21,00:20:44,PL007,SIC0037212,x@x.com,9999123456,9999123451,9999123452,,1
MP00001652,MP00001652,2023-02-21,00:20:44,PL007,SIC0039180,x@x.com,9999123456,9999123451,9999123452,,1
MP00001653,MP00001653,2023-02-21,00:20:44,PL007,SIC0071300,x@x.com,9999123456,9999123451,9999123452,,1
MP00001654,MP00001654,2023-02-21,00:20:44,PL007,SIC0041078,x@x.com,9999123456,9999123451,9999123452,,1
MP00001655,MP00001655,2023-02-21,00:20:44,PL007,SIC0090392,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001656,MP00001656,2023-02-21,00:20:44,PL007,SIC0045442,x@x.com,9999123456,9999123451,9999123452,,1
MP00001657,MP00001657,2023-02-21,00:20:44,PL007,SIC0089415,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001658,MP00001658,2023-02-21,00:20:44,PL007,SIC0118222,x@x.com,9999123456,9999123451,9999123452,,1
MP00001659,MP00001659,2023-02-21,00:20:44,PL007,SIC0057966,x@x.com,9999123456,9999123451,9999123452,,1
MP00001660,MP00001660,2023-02-21,00:20:44,PL007,SIC0037160,x@x.com,9999123456,9999123451,9999123452,,1
MP00001661,MP00001661,2023-02-21,00:20:44,PL007,SIC0072398,x@x.com,9999123456,9999123451,9999123452,,1
MP00001662,MP00001662,2023-02-21,00:20:44,PL007,SIC0021209,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001663,MP00001663,2023-02-21,00:20:44,PL007,SIC0088306,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001664,MP00001664,2023-02-21,00:20:44,PL007,SIC0069567,x@x.com,9999123456,9999123451,9999123452,,1
MP00001665,MP00001665,2023-02-21,00:20:44,PL007,SIC0015434,x@x.com,9999123456,9999123451,9999123452,,1
MP00001666,MP00001666,2023-02-21,00:20:44,PL007,SIC0076658,x@x.com,9999123456,9999123451,9999123452,,1
MP00001667,MP00001667,2014-08-14,00:20:44,PL007,SIC0042708,x@x.com,9999123456,9999123451,9999123452,,1
MP00001668,MP00001668,2023-02-21,00:20:44,PL007,SIC0081183,x@x.com,9999123456,9999123451,9999123452,,1
MP00001669,MP00001669,2023-02-21,00:20:44,PL007,SIC0105605,x@x.com,9999123456,9999123451,9999123452,,1
MP00001670,MP00001670,2023-02-21,00:20:44,PL007,SIC0012878,x@x.com,9999123456,9999123451,9999123452,,1
MP00001671,MP00001671,2023-02-21,00:20:44,PL007,SIC0094791,x@x.com,9999123456,9999123451,9999123452,,1
MP00001672,MP00001672,2023-02-21,00:20:44,PL007,SIC0050346,x@x.com,9999123456,9999123451,9999123452,,1
MP00001673,MP00001673,2023-02-21,00:20:44,PL007,SIC0077283,x@x.com,9999123456,9999123451,9999123452,,1
MP00001674,MP00001674,2023-02-21,00:20:44,PL007,SIC0073997,x@x.com,9999123456,9999123451,9999123452,,1
MP00001675,MP00001675,2023-02-21,00:20:44,PL007,SIC0058430,x@x.com,9999123456,9999123451,9999123452,,1
MP00001676,MP00001676,2023-02-21,00:20:44,PL007,SIC0030959,x@x.com,9999123456,9999123451,9999123452,,1
MP00001677,MP00001677,2023-02-21,00:20:44,PL007,SIC0087945,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001678,MP00001678,2023-02-21,00:20:44,PL007,SIC0063827,x@x.com,9999123456,9999123451,9999123452,,1
MP00001679,MP00001679,2019-03-25,00:20:44,PL007,SIC0003407,x@x.com,9999123456,9999123451,9999123452,,1
MP00001680,MP00001680,2023-02-21,00:20:44,PL007,SIC0111617,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001681,MP00001681,2023-02-21,00:20:44,PL007,SIC0029621,x@x.com,9999123456,9999123451,9999123452,,1
MP00001682,MP00001682,2023-02-21,00:20:44,PL007,SIC0118091,x@x.com,9999123456,9999123451,9999123452,,1
MP00001683,MP00001683,2019-03-26,00:20:44,PL007,SIC0024894,x@x.com,9999123456,9999123451,9999123452,,1
MP00001684,MP00001684,2023-02-21,00:20:44,PL007,SIC0020409,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001685,MP00001685,2023-02-21,00:20:44,PL007,SIC0005088,x@x.com,9999123456,9999123451,9999123452,,1
MP00001686,MP00001686,2023-03-17,00:20:44,PL007,SIC0000199,x@x.com,9999123456,9999123451,9999123452,,1
MP00001688,MP00001688,2023-02-21,00:20:44,PL007,SIC0115348,x@x.com,9999123456,9999123451,9999123452,,1
MP00001689,MP00001689,2023-02-21,00:20:44,PL007,SIC0006261,x@x.com,9999123456,9999123451,9999123452,,1
MP00001690,MP00001690,2023-02-21,00:20:44,PL007,SIC0104784,x@x.com,9999123456,9999123451,9999123452,,1
MP00001691,MP00001691,2023-02-21,00:20:44,PL007,SIC0007296,x@x.com,9999123456,9999123451,9999123452,,1
MP00001692,MP00001692,2023-02-21,00:20:44,PL007,SIC0006764,x@x.com,9999123456,9999123451,9999123452,,1
MP00001693,MP00001693,2023-02-21,00:20:44,PL007,SIC0094789,x@x.com,9999123456,9999123451,9999123452,,1
MP00001694,MP00001694,2023-02-21,00:20:44,PL007,SIC0020705,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001695,MP00001695,2023-02-21,00:20:44,PL007,SIC0057907,x@x.com,9999123456,9999123451,9999123452,,1
MP00001696,MP00001696,2023-02-21,00:20:44,PL007,SIC0033260,x@x.com,9999123456,9999123451,9999123452,,1
MP00001697,MP00001697,2023-02-21,00:20:44,PL007,SIC0049955,x@x.com,9999123456,9999123451,9999123452,,1
MP00001698,MP00001698,2014-07-16,00:20:44,PL007,SIC0038689,x@x.com,9999123456,9999123451,9999123452,,1
MP00001699,MP00001699,2023-02-21,00:20:44,PL007,SIC0093898,x@x.com,9999123456,9999123451,9999123452,,1
MP00001700,MP00001700,2023-02-21,00:20:44,PL007,SIC0026624,x@x.com,9999123456,9999123451,9999123452,,1
MP00001701,MP00001701,2023-02-21,00:20:44,PL007,SIC0109507,x@x.com,9999123456,9999123451,9999123452,,1
MP00001702,MP00001702,2023-02-21,00:20:44,PL007,SIC0066753,x@x.com,9999123456,9999123451,9999123452,,1
MP00001703,MP00001703,2023-02-21,00:20:44,PL007,SIC0068503,x@x.com,9999123456,9999123451,9999123452,,1
MP00001704,MP00001704,2023-02-21,00:20:44,PL007,SIC0070914,x@x.com,9999123456,9999123451,9999123452,,1
MP00001705,MP00001705,2023-02-21,00:20:44,PL007,SIC0042140,x@x.com,9999123456,9999123451,9999123452,,1
MP00001706,MP00001706,2023-02-21,00:20:44,PL007,SIC0077579,x@x.com,9999123456,9999123451,9999123452,,1
MP00001707,MP00001707,2023-02-21,00:20:44,PL007,SIC0003288,x@x.com,9999123456,9999123451,9999123452,,1
MP00001709,MP00001709,2023-02-21,00:20:44,PL007,SIC0117845,x@x.com,9999123456,9999123451,9999123452,,1
MP00001710,MP00001710,2023-02-21,00:20:44,PL007,SIC0072343,x@x.com,9999123456,9999123451,9999123452,,1
MP00001711,MP00001711,2023-02-21,00:20:44,PL007,SIC0052134,x@x.com,9999123456,9999123451,9999123452,,1
MP00001713,MP00001713,2016-10-29,00:20:44,PL007,SIC0091083,x@x.com,9999123456,9999123451,9999123452,,1
MP00001714,MP00001714,2023-02-21,00:20:44,PL007,SIC0006868,x@x.com,9999123456,9999123451,9999123452,,1
MP00001715,MP00001715,2023-02-21,00:20:44,PL007,SIC0036368,x@x.com,9999123456,9999123451,9999123452,,1
MP00001716,MP00001716,2023-02-21,00:20:44,PL007,SIC0004129,x@x.com,9999123456,9999123451,9999123452,,1
MP00001717,MP00001717,2023-02-21,00:20:44,PL007,SIC0072201,x@x.com,9999123456,9999123451,9999123452,,1
MP00001719,MP00001719,2023-02-21,00:20:44,PL007,SIC0033595,x@x.com,9999123456,9999123451,9999123452,,1
MP00001720,MP00001720,2023-02-21,00:20:44,PL007,SIC0092082,x@x.com,9999123456,9999123451,9999123452,,1
MP00001721,MP00001721,2023-02-21,00:20:44,PL007,SIC0029878,x@x.com,9999123456,9999123451,9999123452,,1
MP00001722,MP00001722,2023-02-21,00:20:44,PL007,SIC0051498,x@x.com,9999123456,9999123451,9999123452,,1
MP00001723,MP00001723,2023-02-21,00:20:44,PL007,SIC0083890,x@x.com,9999123456,9999123451,9999123452,,1
MP00001724,MP00001724,2023-02-21,00:20:44,PL007,SIC0019744,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001725,MP00001725,2017-02-15,00:20:44,PL007,SIC0093870,x@x.com,9999123456,9999123451,9999123452,,1
MP00001726,MP00001726,2023-02-21,00:20:44,PL007,SIC0018062,x@x.com,9999123456,9999123451,9999123452,,1
MP00001727,MP00001727,2023-02-21,00:20:44,PL007,SIC0050750,x@x.com,9999123456,9999123451,9999123452,,1
MP00001728,MP00001728,2023-02-21,00:20:44,PL007,SIC0052083,x@x.com,9999123456,9999123451,9999123452,,1
MP00001729,MP00001729,2023-02-21,00:20:44,PL007,SIC0070455,x@x.com,9999123456,9999123451,9999123452,,1
MP00001730,MP00001730,2023-02-21,00:20:44,PL007,SIC0114441,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001731,MP00001731,2023-02-21,00:20:44,PL007,SIC0065695,x@x.com,9999123456,9999123451,9999123452,,1
MP00001732,MP00001732,2023-02-21,00:20:44,PL007,SIC0026531,x@x.com,9999123456,9999123451,9999123452,,1
MP00001733,MP00001733,2023-02-21,00:20:44,PL007,SIC0038122,x@x.com,9999123456,9999123451,9999123452,,1
MP00001734,MP00001734,2023-02-21,00:20:44,PL007,SIC0002476,x@x.com,9999123456,9999123451,9999123452,,1
MP00001735,MP00001735,2023-02-21,00:20:44,PL007,SIC0065639,x@x.com,9999123456,9999123451,9999123452,,1
MP00001736,MP00001736,2023-02-21,00:20:44,PL007,SIC0104830,x@x.com,9999123456,9999123451,9999123452,,1
MP00001737,MP00001737,2023-02-21,00:20:44,PL007,SIC0067085,x@x.com,9999123456,9999123451,9999123452,,1
MP00001738,MP00001738,2023-02-21,00:20:44,PL007,SIC0065131,x@x.com,9999123456,9999123451,9999123452,,1
MP00001739,MP00001739,2023-02-21,00:20:44,PL007,SIC0108201,x@x.com,9999123456,9999123451,9999123452,,1
MP00001740,MP00001740,2023-02-21,00:20:44,PL007,SIC0069418,x@x.com,9999123456,9999123451,9999123452,,1
MP00001741,MP00001741,2023-02-21,00:20:44,PL007,SIC0002868,x@x.com,9999123456,9999123451,9999123452,,1
MP00001742,MP00001742,2023-02-21,00:20:44,PL007,SIC0039070,x@x.com,9999123456,9999123451,9999123452,,1
MP00001743,MP00001743,2023-02-21,00:20:44,PL007,SIC0073566,x@x.com,9999123456,9999123451,9999123452,,1
MP00001745,MP00001745,2023-02-21,00:20:44,PL007,SIC0042610,x@x.com,9999123456,9999123451,9999123452,,1
MP00001746,MP00001746,2023-02-21,00:20:44,PL007,SIC0049469,x@x.com,9999123456,9999123451,9999123452,,1
MP00001747,MP00001747,2023-02-21,00:20:44,PL007,SIC0119731,x@x.com,9999123456,9999123451,9999123452,,1
MP00001748,MP00001748,2023-02-21,00:20:44,PL007,SIC0118229,x@x.com,9999123456,9999123451,9999123452,,1
MP00001749,MP00001749,2023-02-21,00:20:44,PL007,SIC0016258,x@x.com,9999123456,9999123451,9999123452,,1
MP00001750,MP00001750,2023-02-21,00:20:44,PL007,SIC0083509,x@x.com,9999123456,9999123451,9999123452,,1
MP00001751,MP00001751,2023-02-21,00:20:44,PL007,SIC0092245,x@x.com,9999123456,9999123451,9999123452,,1
MP00001752,MP00001752,2020-01-15,00:20:44,PL007,SIC0039603,x@x.com,9999123456,9999123451,9999123452,,1
MP00001753,MP00001753,2016-10-20,00:20:44,PL007,SIC0003676,x@x.com,9999123456,9999123451,9999123452,,1
MP00001754,MP00001754,2023-02-21,00:20:44,PL007,SIC0056304,x@x.com,9999123456,9999123451,9999123452,,1
MP00001755,MP00001755,2023-02-21,00:20:44,PL007,SIC0056234,x@x.com,9999123456,9999123451,9999123452,,1
MP00001756,MP00001756,2023-02-21,00:20:44,PL007,SIC0100589,x@x.com,9999123456,9999123451,9999123452,,1
MP00001757,MP00001757,2023-02-21,00:20:44,PL007,SIC0110861,x@x.com,9999123456,9999123451,9999123452,,1
MP00001758,MP00001758,2023-02-21,00:20:44,PL007,SIC0115064,x@x.com,9999123456,9999123451,9999123452,,1
MP00001759,MP00001759,2023-02-21,00:20:44,PL007,SIC0065730,x@x.com,9999123456,9999123451,9999123452,,1
MP00001760,MP00001760,2023-02-21,00:20:44,PL007,SIC0070912,x@x.com,9999123456,9999123451,9999123452,,1
MP00001761,MP00001761,2023-02-21,00:20:44,PL007,SIC0016905,x@x.com,9999123456,9999123451,9999123452,,1
MP00001762,MP00001762,2023-02-21,00:20:44,PL007,SIC0087403,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001763,MP00001763,2023-02-21,00:20:44,PL007,SIC0021953,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00001764,MP00001764,2023-02-21,00:20:44,PL007,SIC0045889,x@x.com,9999123456,9999123451,9999123452,,1
MP00001765,MP00001765,2023-02-21,00:20:44,PL007,SIC0060222,x@x.com,9999123456,9999123451,9999123452,,1
