AlfaNumerico,AlfaNumerico,Fecha,Hora,AlfaNumerico,AlfaNumerico,Correo Electrónico,Telefóno,Telefóno,Telefóno,AlfaNumerico,Estatus
MP00006225,MP00006225,2023-02-21,00:20:44,PL007,SIC0021224,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006226,MP00006226,2023-02-21,00:20:44,PL007,SIC0112683,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006227,MP00006227,2023-02-21,00:20:44,PL007,SIC0093763,x@x.com,9999123456,9999123451,9999123452,,1
MP00006228,MP00006228,2023-02-21,00:20:44,PL007,SIC0099415,x@x.com,9999123456,9999123451,9999123452,,1
MP00006229,MP00006229,2023-02-21,00:20:44,PL007,SIC0070692,x@x.com,9999123456,9999123451,9999123452,,1
MP00006230,MP00006230,2023-02-21,00:20:44,PL007,SIC0035923,x@x.com,9999123456,9999123451,9999123452,,1
MP00006231,MP00006231,2023-02-21,00:20:44,PL007,SIC0045373,x@x.com,9999123456,9999123451,9999123452,,1
MP00006232,MP00006232,2023-02-21,00:20:44,PL007,SIC0072785,x@x.com,9999123456,9999123451,9999123452,,1
MP00006234,MP00006234,2023-02-21,00:20:44,PL007,SIC0117162,x@x.com,9999123456,9999123451,9999123452,,1
MP00006236,MP00006236,2023-02-21,00:20:44,PL007,SIC0062443,x@x.com,9999123456,9999123451,9999123452,,1
MP00006237,MP00006237,2023-02-21,00:20:44,PL007,SIC0054781,x@x.com,9999123456,9999123451,9999123452,,1
MP00006238,MP00006238,2023-02-21,00:20:44,PL007,SIC0072675,x@x.com,9999123456,9999123451,9999123452,,1
MP00006239,MP00006239,2019-09-06,00:20:44,PL007,SIC0094759,x@x.com,9999123456,9999123451,9999123452,,1
MP00006240,MP00006240,2023-02-21,00:20:44,PL007,SIC0053643,x@x.com,9999123456,9999123451,9999123452,,1
MP00006241,MP00006241,2023-02-21,00:20:44,PL007,SIC0033123,x@x.com,9999123456,9999123451,9999123452,,1
MP00006242,MP00006242,2023-02-21,00:20:44,PL007,SIC0012724,x@x.com,9999123456,9999123451,9999123452,,1
MP00006243,MP00006243,2023-02-21,00:20:44,PL007,SIC0026742,x@x.com,9999123456,9999123451,9999123452,,1
MP00006244,MP00006244,2023-02-21,00:20:44,PL007,SIC0108212,x@x.com,9999123456,9999123451,9999123452,,1
MP00006245,MP00006245,2023-02-21,00:20:44,PL007,SIC0090778,x@x.com,9999123456,9999123451,9999123452,,1
MP00006246,MP00006246,2023-02-21,00:20:44,PL007,SIC0011069,x@x.com,9999123456,9999123451,9999123452,,1
MP00006247,MP00006247,2023-02-21,00:20:44,PL007,SIC0092388,x@x.com,9999123456,9999123451,9999123452,,1
MP00006248,MP00006248,2023-02-21,00:20:44,PL007,SIC0054612,x@x.com,9999123456,9999123451,9999123452,,1
MP00006249,MP00006249,2023-02-21,00:20:44,PL007,SIC0114822,x@x.com,9999123456,9999123451,9999123452,,1
MP00006250,MP00006250,2023-02-21,00:20:44,PL007,SIC0091617,x@x.com,9999123456,9999123451,9999123452,,1
MP00006251,MP00006251,2023-02-21,00:20:44,PL007,SIC0035451,x@x.com,9999123456,9999123451,9999123452,,1
MP00006252,MP00006252,2023-02-21,00:20:44,PL007,SIC0032658,x@x.com,9999123456,9999123451,9999123452,,1
MP00006253,MP00006253,2023-02-21,00:20:44,PL007,SIC0002058,x@x.com,9999123456,9999123451,9999123452,,1
MP00006254,MP00006254,2023-02-21,00:20:44,PL007,SIC0050637,x@x.com,9999123456,9999123451,9999123452,,1
MP00006255,MP00006255,2023-02-21,00:20:44,PL007,SIC0051246,x@x.com,9999123456,9999123451,9999123452,,1
MP00006256,MP00006256,2023-02-21,00:20:44,PL007,SIC0038535,x@x.com,9999123456,9999123451,9999123452,,1
MP00006257,MP00006257,2023-02-21,00:20:44,PL007,SIC0099455,x@x.com,9999123456,9999123451,9999123452,,1
MP00006258,MP00006258,2023-02-21,00:20:44,PL007,SIC0026206,x@x.com,9999123456,9999123451,9999123452,,1
MP00006259,MP00006259,2023-02-21,00:20:44,PL007,SIC0061278,x@x.com,9999123456,9999123451,9999123452,,1
MP00006260,MP00006260,2023-02-21,00:20:44,PL007,SIC0015231,x@x.com,9999123456,9999123451,9999123452,,1
MP00006261,MP00006261,2023-02-21,00:20:44,PL007,SIC0023373,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006262,MP00006262,2023-02-21,00:20:44,PL007,SIC0023148,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006263,MP00006263,2023-02-21,00:20:44,PL007,SIC0051566,x@x.com,9999123456,9999123451,9999123452,,1
MP00006264,MP00006264,2023-02-21,00:20:44,PL007,SIC0016180,x@x.com,9999123456,9999123451,9999123452,,1
MP00006265,MP00006265,2023-02-21,00:20:44,PL007,SIC0108361,x@x.com,9999123456,9999123451,9999123452,,1
MP00006266,MP00006266,2023-02-21,00:20:44,PL007,SIC0038127,x@x.com,9999123456,9999123451,9999123452,,1
MP00006267,MP00006267,2023-02-21,00:20:44,PL007,SIC0087044,x@x.com,9999123456,9999123451,9999123452,,1
MP00006268,MP00006268,2023-02-21,00:20:44,PL007,SIC0096815,x@x.com,9999123456,9999123451,9999123452,,1
MP00006269,MP00006269,2023-02-21,00:20:44,PL007,SIC0094408,x@x.com,9999123456,9999123451,9999123452,,1
MP00006270,MP00006270,2023-02-21,00:20:44,PL007,SIC0083388,x@x.com,9999123456,9999123451,9999123452,,1
MP00006271,MP00006271,2023-02-21,00:20:44,PL007,SIC0111987,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006272,MP00006272,2023-02-21,00:20:44,PL007,SIC0090910,x@x.com,9999123456,9999123451,9999123452,,1
MP00006273,MP00006273,2023-02-21,00:20:44,PL007,SIC0084764,x@x.com,9999123456,9999123451,9999123452,,1
MP00006274,MP00006274,2023-02-21,00:20:44,PL007,SIC0046001,x@x.com,9999123456,9999123451,9999123452,,1
MP00006275,MP00006275,2023-02-21,00:20:44,PL007,SIC0064558,x@x.com,9999123456,9999123451,9999123452,,1
MP00006276,MP00006276,2023-02-21,00:20:44,PL007,SIC0035340,x@x.com,9999123456,9999123451,9999123452,,1
MP00006277,MP00006277,2020-03-13,00:20:44,PL007,SIC0017566,x@x.com,9999123456,9999123451,9999123452,,1
MP00006278,MP00006278,2023-02-21,00:20:44,PL007,SIC0035590,x@x.com,9999123456,9999123451,9999123452,,1
MP00006279,MP00006279,2023-02-21,00:20:44,PL007,SIC0076653,x@x.com,9999123456,9999123451,9999123452,,1
MP00006280,MP00006280,2023-02-21,00:20:44,PL007,SIC0020605,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006281,MP00006281,2020-11-17,00:20:44,PL007,SIC0091833,x@x.com,9999123456,9999123451,9999123452,,1
MP00006282,MP00006282,2023-02-21,00:20:44,PL007,SIC0057791,x@x.com,9999123456,9999123451,9999123452,,1
MP00006283,MP00006283,2023-02-21,00:20:44,PL007,SIC0034147,x@x.com,9999123456,9999123451,9999123452,,1
MP00006284,MP00006284,2023-02-21,00:20:44,PL007,SIC0101917,x@x.com,9999123456,9999123451,9999123452,,1
MP00006285,MP00006285,2023-02-21,00:20:44,PL007,SIC0007236,x@x.com,9999123456,9999123451,9999123452,,1
MP00006286,MP00006286,2023-02-21,00:20:44,PL007,SIC0044660,x@x.com,9999123456,9999123451,9999123452,,1
MP00006287,MP00006287,2023-02-21,00:20:44,PL007,SIC0094912,x@x.com,9999123456,9999123451,9999123452,,1
MP00006288,MP00006288,2023-02-21,00:20:44,PL007,SIC0044077,x@x.com,9999123456,9999123451,9999123452,,1
MP00006289,MP00006289,2023-02-21,00:20:44,PL007,SIC0087275,x@x.com,9999123456,9999123451,9999123452,,1
MP00006290,MP00006290,2023-02-21,00:20:44,PL007,SIC0104921,x@x.com,9999123456,9999123451,9999123452,,1
MP00006291,MP00006291,2023-02-21,00:20:44,PL007,SIC0057008,x@x.com,9999123456,9999123451,9999123452,,1
MP00006292,MP00006292,2023-02-21,00:20:44,PL007,SIC0063731,x@x.com,9999123456,9999123451,9999123452,,1
MP00006293,MP00006293,2023-02-21,00:20:44,PL007,SIC0104780,x@x.com,9999123456,9999123451,9999123452,,1
MP00006294,MP00006294,2023-02-21,00:20:44,PL007,SIC0105801,x@x.com,9999123456,9999123451,9999123452,,1
MP00006295,MP00006295,2023-02-21,00:20:44,PL007,SIC0045853,x@x.com,9999123456,9999123451,9999123452,,1
MP00006296,MP00006296,2023-02-21,00:20:44,PL007,SIC0066939,x@x.com,9999123456,9999123451,9999123452,,1
MP00006297,MP00006297,2023-02-21,00:20:44,PL007,SIC0108945,x@x.com,9999123456,9999123451,9999123452,,1
MP00006298,MP00006298,2023-02-21,00:20:44,PL007,SIC0081854,x@x.com,9999123456,9999123451,9999123452,,1
MP00006299,MP00006299,2023-02-21,00:20:44,PL007,SIC0107026,x@x.com,9999123456,9999123451,9999123452,,1
MP00006301,MP00006301,2023-02-21,00:20:44,PL007,SIC0018706,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006302,MP00006302,2023-02-21,00:20:44,PL007,SIC0105826,x@x.com,9999123456,9999123451,9999123452,,1
MP00006303,MP00006303,2023-02-21,00:20:44,PL007,SIC0074623,x@x.com,9999123456,9999123451,9999123452,,1
MP00006304,MP00006304,2023-02-21,00:20:44,PL007,SIC0058387,x@x.com,9999123456,9999123451,9999123452,,1
MP00006305,MP00006305,2023-02-21,00:20:44,PL007,SIC0095357,x@x.com,9999123456,9999123451,9999123452,,1
MP00006306,MP00006306,2023-02-21,00:20:44,PL007,SIC0081675,x@x.com,9999123456,9999123451,9999123452,,1
MP00006307,MP00006307,2023-02-21,00:20:44,PL007,SIC0026252,x@x.com,9999123456,9999123451,9999123452,,1
MP00006308,MP00006308,2023-02-21,00:20:44,PL007,SIC0086363,x@x.com,9999123456,9999123451,9999123452,,1
MP00006309,MP00006309,2023-02-21,00:20:44,PL007,SIC0022574,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006310,MP00006310,2023-02-21,00:20:44,PL007,SIC0113774,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006311,MP00006311,2016-09-18,00:20:44,PL007,SIC0111491,x@x.com,9999123456,9999123451,9999123452,,1
MP00006312,MP00006312,2023-02-21,00:20:44,PL007,SIC0051169,x@x.com,9999123456,9999123451,9999123452,,1
MP00006313,MP00006313,2023-02-21,00:20:44,PL007,SIC0000943,x@x.com,9999123456,9999123451,9999123452,,1
MP00006314,MP00006314,2023-02-21,00:20:44,PL007,SIC0045875,x@x.com,9999123456,9999123451,9999123452,,1
MP00006315,MP00006315,2023-02-21,00:20:44,PL007,SIC0067529,x@x.com,9999123456,9999123451,9999123452,,1
MP00006316,MP00006316,2023-02-21,00:20:44,PL007,SIC0033843,x@x.com,9999123456,9999123451,9999123452,,1
MP00006317,MP00006317,2014-01-22,00:20:44,PL007,SIC0021080,x@x.com,9999123456,9999123451,9999123452,SITIENE,1
MP00006318,MP00006318,2023-02-21,00:20:44,PL007,SIC0087517,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006319,MP00006319,2023-02-21,00:20:44,PL007,SIC0039678,x@x.com,9999123456,9999123451,9999123452,,1
MP00006321,MP00006321,2023-02-21,00:20:44,PL007,SIC0111042,x@x.com,9999123456,9999123451,9999123452,,1
MP00006322,MP00006322,2023-02-21,00:20:44,PL007,SIC0050935,x@x.com,9999123456,9999123451,9999123452,,1
MP00006323,MP00006323,2023-02-21,00:20:44,PL007,SIC0104582,x@x.com,9999123456,9999123451,9999123452,,1
MP00006324,MP00006324,2023-02-21,00:20:44,PL007,SIC0037707,x@x.com,9999123456,9999123451,9999123452,,1
MP00006326,MP00006326,2023-02-21,00:20:44,PL007,SIC0091480,x@x.com,9999123456,9999123451,9999123452,,1
MP00006327,MP00006327,2023-02-21,00:20:44,PL007,SIC0119192,x@x.com,9999123456,9999123451,9999123452,,1
MP00006328,MP00006328,2023-02-21,00:20:44,PL007,SIC0114290,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006329,MP00006329,2023-02-21,00:20:44,PL007,SIC0074146,x@x.com,9999123456,9999123451,9999123452,,1
MP00006330,MP00006330,2023-02-21,00:20:44,PL007,SIC0086782,x@x.com,9999123456,9999123451,9999123452,,1
MP00006331,MP00006331,2023-02-21,00:20:44,PL007,SIC0100882,x@x.com,9999123456,9999123451,9999123452,,1
MP00006332,MP00006332,2019-08-12,00:20:44,PL007,SIC0110972,x@x.com,9999123456,9999123451,9999123452,,1
MP00006333,MP00006333,2023-02-21,00:20:44,PL007,SIC0104008,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006334,MP00006334,2023-02-21,00:20:44,PL007,SIC0100720,x@x.com,9999123456,9999123451,9999123452,,1
MP00006335,MP00006335,2023-02-21,00:20:44,PL007,SIC0067922,x@x.com,9999123456,9999123451,9999123452,,1
MP00006336,MP00006336,2023-02-21,00:20:44,PL007,SIC0107213,x@x.com,9999123456,9999123451,9999123452,,1
MP00006337,MP00006337,2023-02-21,00:20:44,PL007,SIC0107086,x@x.com,9999123456,9999123451,9999123452,,1
MP00006338,MP00006338,2023-02-21,00:20:44,PL007,SIC0070471,x@x.com,9999123456,9999123451,9999123452,,1
MP00006339,MP00006339,2023-02-21,00:20:44,PL007,SIC0075695,x@x.com,9999123456,9999123451,9999123452,,1
MP00006340,MP00006340,2023-02-21,00:20:44,PL007,SIC0096911,x@x.com,9999123456,9999123451,9999123452,,1
MP00006341,MP00006341,2023-02-21,00:20:44,PL007,SIC0088568,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006342,MP00006342,2023-02-21,00:20:44,PL007,SIC0049847,x@x.com,9999123456,9999123451,9999123452,,1
MP00006343,MP00006343,2020-11-17,00:20:44,PL007,SIC0005125,x@x.com,9999123456,9999123451,9999123452,,1
MP00006344,MP00006344,2023-02-21,00:20:44,PL007,SIC0019363,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006345,MP00006345,2023-02-21,00:20:44,PL007,SIC0107046,x@x.com,9999123456,9999123451,9999123452,,1
MP00006346,MP00006346,2023-02-21,00:20:44,PL007,SIC0037786,x@x.com,9999123456,9999123451,9999123452,,1
MP00006347,MP00006347,2023-02-21,00:20:44,PL007,SIC0114730,x@x.com,9999123456,9999123451,9999123452,,1
MP00006348,MP00006348,2023-02-21,00:20:44,PL007,SIC0010742,x@x.com,9999123456,9999123451,9999123452,,1
MP00006349,MP00006349,2023-02-21,00:20:44,PL007,SIC0030355,x@x.com,9999123456,9999123451,9999123452,,1
MP00006350,MP00006350,2023-02-21,00:20:44,PL007,SIC0046410,x@x.com,9999123456,9999123451,9999123452,,1
MP00006351,MP00006351,2023-02-21,00:20:44,PL007,SIC0054985,x@x.com,9999123456,9999123451,9999123452,,1
MP00006352,MP00006352,2023-02-21,00:20:44,PL007,SIC0024591,x@x.com,9999123456,9999123451,9999123452,,1
MP00006353,MP00006353,2023-02-21,00:20:44,PL007,SIC0060933,x@x.com,9999123456,9999123451,9999123452,,1
MP00006354,MP00006354,2023-02-21,00:20:44,PL007,SIC0029633,x@x.com,9999123456,9999123451,9999123452,,1
MP00006355,MP00006355,2023-02-21,00:20:44,PL007,SIC0014254,x@x.com,9999123456,9999123451,9999123452,,1
MP00006356,MP00006356,2023-02-21,00:20:44,PL007,SIC0032208,x@x.com,9999123456,9999123451,9999123452,,1
MP00006357,MP00006357,2023-02-21,00:20:44,PL007,SIC0065355,x@x.com,9999123456,9999123451,9999123452,,1
MP00006358,MP00006358,2023-02-21,00:20:44,PL007,SIC0001839,x@x.com,9999123456,9999123451,9999123452,,1
MP00006359,MP00006359,2023-02-21,00:20:44,PL007,SIC0051693,x@x.com,9999123456,9999123451,9999123452,,1
MP00006360,MP00006360,2023-02-21,00:20:44,PL007,SIC0090049,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006361,MP00006361,2023-02-21,00:20:44,PL007,SIC0108507,x@x.com,9999123456,9999123451,9999123452,,1
MP00006362,MP00006362,2023-02-21,00:20:44,PL007,SIC0079938,x@x.com,9999123456,9999123451,9999123452,,1
MP00006363,MP00006363,2023-02-21,00:20:44,PL007,SIC0048879,x@x.com,9999123456,9999123451,9999123452,,1
MP00006364,MP00006364,2023-02-21,00:20:44,PL007,SIC0047417,x@x.com,9999123456,9999123451,9999123452,,1
MP00006365,MP00006365,2023-02-21,00:20:44,PL007,SIC0075848,x@x.com,9999123456,9999123451,9999123452,,1
MP00006366,MP00006366,2023-02-21,00:20:44,PL007,SIC0013673,x@x.com,9999123456,9999123451,9999123452,,1
MP00006367,MP00006367,2023-02-21,00:20:44,PL007,SIC0114285,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006368,MP00006368,2023-02-21,00:20:44,PL007,SIC0112079,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006369,MP00006369,2023-02-21,00:20:44,PL007,SIC0038788,x@x.com,9999123456,9999123451,9999123452,,1
MP00006370,MP00006370,2023-02-21,00:20:44,PL007,SIC0061153,x@x.com,9999123456,9999123451,9999123452,,1
MP00006371,MP00006371,2023-02-21,00:20:44,PL007,SIC0089608,x@x.com,9999123456,9999123451,9999123452,NOTIENE,1
MP00006373,MP00006373,2023-02-21,00:20:44,PL007,SIC0083904,x@x.com,9999123456,9999123451,9999123452,,1
MP00006374,MP00006374,2023-02-21,00:20:44,PL007,SIC0071025,x@x.com,9999123456,9999123451,9999123452,,1
MP00006375,MP00006375,2023-02-21,00:20:44,PL007,SIC0059663,x@x.com,9999123456,9999123451,9999123452,,1
MP00006376,MP00006376,2023-02-21,00:20:44,PL007,SIC0047132,x@x.com,9999123456,9999123451,9999123452,,1
MP00006377,MP00006377,2023-02-21,00:20:44,PL007,SIC0107418,x@x.com,9999123456,9999123451,9999123452,,1
MP00006378,MP00006378,2023-02-21,00:20:44,PL007,SIC0002488,x@x.com,9999123456,9999123451,9999123452,,1
MP00006379,MP00006379,2023-02-21,00:20:44,PL007,SIC0083859,x@x.com,9999123456,9999123451,9999123452,,1
MP00006381,MP00006381,2023-02-21,00:20:44,PL007,SIC0100342,x@x.com,9999123456,9999123451,9999123452,,1
MP00006382,MP00006382,1994-12-12,00:20:44,PL007,SIC0092826,x@x.com,9999123456,9999123451,9999123452,,1
MP00006383,MP00006383,2019-03-25,00:20:44,PL007,SIC0008024,x@x.com,9999123456,9999123451,9999123452,,1
MP00006384,MP00006384,2023-02-21,00:20:44,PL007,SIC0114862,x@x.com,9999123456,9999123451,9999123452,,1
MP00006385,MP00006385,2023-02-21,00:20:44,PL007,SIC0065252,x@x.com,9999123456,9999123451,9999123452,,1
MP00006386,MP00006386,2023-02-21,00:20:44,PL007,SIC0065574,x@x.com,9999123456,9999123451,9999123452,,1
MP00006387,MP00006387,2023-02-21,00:20:44,PL007,SIC0070964,x@x.com,9999123456,9999123451,9999123452,,1
MP00006388,MP00006388,2023-02-21,00:20:44,PL007,SIC0064191,x@x.com,9999123456,9999123451,9999123452,,1
MP00006389,MP00006389,2019-11-30,00:20:44,PL007,SIC0046593,x@x.com,9999123456,9999123451,9999123452,,1
MP00006390,MP00006390,2023-02-21,00:20:44,PL007,SIC0057139,x@x.com,9999123456,9999123451,9999123452,,1
MP00006391,MP00006391,2023-02-21,00:20:44,PL007,SIC0064286,x@x.com,9999123456,9999123451,9999123452,,1
MP00006392,MP00006392,2023-02-21,00:20:44,PL007,SIC0033707,x@x.com,9999123456,9999123451,9999123452,,1
MP00006393,MP00006393,2023-02-21,00:20:44,PL007,SIC0057065,x@x.com,9999123456,9999123451,9999123452,,1
MP00006394,MP00006394,2023-02-21,00:20:44,PL007,SIC0009148,x@x.com,9999123456,9999123451,9999123452,,1
MP00006395,MP00006395,2023-02-21,00:20:44,PL007,SIC0006037,x@x.com,9999123456,9999123451,9999123452,,1
MP00006396,MP00006396,2023-02-21,00:20:44,PL007,SIC0086439,x@x.com,9999123456,9999123451,9999123452,,1
MP00006397,MP00006397,2023-02-21,00:20:44,PL007,SIC0091299,x@x.com,9999123456,9999123451,9999123452,,1
